불용어 제거 리뷰,키워드,제품명,피부타입,기능,제품종류
두달 후면 40대가 되는 저에게는 그닥 촉촉한지 모르겠어요 후기 샀는데 기대한걸까요 겉도는 느낌 그런가요 롤링하면서 한참 두드려줘야 피부겉면만 촉촉한 느낌 있어요 건성피부는 비추 촉촉이란 단어 쓰면 안될듯,"두달, 후면",토리든 다이브인 세럼,건성,"수분, 진정",세럼
푸른빛의 투명한 색이고 묽은편이에요 겨울에 촉촉한 인생세럼 보습이 너무너무 잘돼서 좋아요 수분폭탄이에요,"푸른빛의, 투명한",토리든 다이브인 세럼,건성,"수분, 진정",세럼
워낙 유명해서 전부터 써보고 싶었는데 마침 세일해서 좋은 가격에 리필까지 구매하게 되었어요 올리브영에서 파는 제품들이랑 비교했을 히알루론산이 많인 편에 속하는 제품이라 가성비인 같아요 건성이고 아침저녁으로 모공세럼이랑 발라주려고 예상했던 가볍고 흡수력 좋아서 건조한 겨울 시즌 유용하게 쓸 같아요 속보습 기대중,"워낙, 유명해서",토리든 다이브인 세럼,건성,"수분, 진정",세럼
저번 세일 50리필 기획으로 샀었는데 레전드로 촉촉하고 좋았는데 두통 다 써가서 이번에 기획으로 질렀습니당 요철좁쌀피분데 좁쌀 진심 다 들어갔고 요철도 옅어지면서 피부가 매끈매끈해진게 느껴져용 같이온 크림도 써봤는데 촉촉하고 좋네연,"저번, 세일",토리든 다이브인 세럼,건성,"수분, 진정",세럼
비슷한 수분세럼들 중애 재 피부에 토리든이 잘 맞았어요 가볍고 피부 자극없어서 여러번 덧발라도 되고 여름에 사용하기 좋은데 보습이 잘 되는지는 모르겠어요,"비슷한, 수분세럼들",토리든 다이브인 세럼,건성,"수분, 진정",세럼
토리든 히알루로산 라인 너무너무 좋아해서 팩도 잘 쓰고 크림도 써봤구요 앰플은 벌써 4통째입니당 지성에게 최고,"토리든, 히알루로산",토리든 다이브인 세럼,건성,"수분, 진정",세럼
브랜드 세일해서 가격도 저렴하고 리필구성이라 더 좋아요,"브랜드, 세일해서",토리든 다이브인 세럼,건성,"수분, 진정",세럼
과하지 않고 진정되는 느낌이라 좋아요 무난하게 쓰기 좋은 거 같아요,"과하지, 않고",토리든 다이브인 세럼,건성,"수분, 진정",세럼
아 이거 좋아요 흡수 잘되고 보습감도 장난 아닙니다 여름에는 단독사용 후 선크림 지금같은 겨울에는 어바웃미 크림하나더 레이어링 다른거 필요없어요 강추,"이거, 좋아요",토리든 다이브인 세럼,건성,"수분, 진정",세럼
몇가지 히알루론산 세럼을 사용해봤지만 발림성부터 바르고 난 후에도 촉촉하니 좋네요,"몇가지, 히알루론산",토리든 다이브인 세럼,건성,"수분, 진정",세럼
가을 겨울용으로 무난 부드럽게 펴발라짐 약간의 향이 있는데 나쁘지 않음 듬뿍 발라서 금방 써요 도움이 돼요,"가을, 겨울용으로",토리든 다이브인 세럼,건성,"수분, 진정",세럼
몇통을 산건지 맘에 들고 화장하기전에 사용하기 좋아욤,"몇통을, 산건지",토리든 다이브인 세럼,건성,"수분, 진정",세럼
촉촉하고 기분좋아서 재재구매했다 더 비싼 히알루론산으로 갈아탔다가 돌아왔어요 우리동네 뉴오픈 올영에서 2만원구매시 오픈사은품 엄청마니 받고 기분좋아 찍었어요,"촉촉하고, 기분좋아서",토리든 다이브인 세럼,건성,"수분, 진정",세럼
토리든 앰플 옛날부터 꾸히 재구매해서 쓰고 있어용 보통 앰플이나 에센스도 두겹정도 레이어드해서 사용하는 걸 좋아하는데 맨처음으로 바르면 흡수도 잘되고 촉촉해서 좋아요 기본 수분감 채워주는 앰플 찾으시는 분들께 추천하고 레이어드해서 사용하는 것도 좋아요,"토리든, 앰플",토리든 다이브인 세럼,건성,"수분, 진정",세럼
토리든 앰플 옛날부터 꾸히 재구매해서 쓰고 있어용 보통 앰플이나 에센스도 두겹정도 레이어드해서 사용하는 걸 좋아하는데 맨처음으로 바르면 흡수도 잘되고 촉촉해서 좋아요 기본 수분감 채워주는 앰플 찾으시는 분들께 추천하고 레이어드해서 사용하는 것도 좋아요,"토리든, 앰플",토리든 다이브인 세럼,건성,"수분, 진정",세럼
무난하게 쓸 수 있는 앰플 막 바르기 넘 좋아요ㅎㅎ,"무난하게, 있는",토리든 다이브인 세럼,건성,"수분, 진정",세럼
극건성에 토리든 토리든 하는지 알겠는 것 세수하자마자 바르면 수분감 쭉 올라오네요 아침저녁으로 써서 한달에 한병정도 쓰는것같아요,"극건성에, 토리든",토리든 다이브인 세럼,건성,"수분, 진정",세럼
토리든에만 이번에 10만원 가까이 썼어요 내 돈 가져가는 도둑임,"토리든에만, 이번에",토리든 다이브인 세럼,건성,"수분, 진정",세럼
겨울에 건조해서 삿는데 터리든 좋아용,"겨울에, 건조해서",토리든 다이브인 세럼,건성,"수분, 진정",세럼
아들이 지인으로부터 추천받고 써보려고 구매합니다 연말 가격할인도 있고 배송도 엄청빨라 좋아요,"아들이, 지인으로부터",토리든 다이브인 세럼,건성,"수분, 진정",세럼
전에 써보고 괜찮아서 재구매합니다 평타제품이여서 꾸준히 쓰기좋아요,"전에, 써보고",토리든 다이브인 세럼,건성,"수분, 진정",세럼
쓰면 피부에 뭐 올라오는 편이라 화장품 살 때마다 고민 마니하는편인데 저도 토리든 수분 세럼은 믿고 구매합니다 ㅋ 민감성 여드름성 수부지인데 자극감 촉촉함이 오래가요,"쓰면, 피부에",토리든 다이브인 세럼,건성,"수분, 진정",세럼
한동안 떠나있다가 피부가 요새 뜨길래 오랜만에 써보니까 맛이지 뚝딱 다 써서 더 구매ㅎㅎ 잘쓰고 있슴다,"한동안, 떠나있다가",토리든 다이브인 세럼,건성,"수분, 진정",세럼
보습 엄청난 고보습은 아니지만 저는 여러번 레이어링해서 바르고 크림으로 마무리하니까 좋았어요 민감 자극이 1도 없습니다 무난하게 쓰기 좋은 제품이에요 점도 살짝 점도가 있는 물 제형입니다 토너정도로 물 제형은 아니지만 묽은 편이에요 총평 고영양에 기능성 제품은 아니지만 피부가 민감하고 무난한 제품을 찾는다면 추천하고 싶은 제품이에요 벌써 리필 포함 4병 사용했을 정도로 흠 없는 제품입니다 나이가 어느정도 있으시다면 더 영양제품을 추천합니다 저는 사계절 사용했는데 여름에는 세럼에멀전으로 마무리했고 겨울에는 크림까지 쓰고 있습니다,"보습, 엄청난",토리든 다이브인 세럼,건성,"수분, 진정",세럼
토리든은 기획 세트 구성 지나칠 수가 없는 듯 ㅠ 그동안 봐왔던 것도 있지만 올영세일 시작하니까 많은 인플루언서분들이 토리든 세럼을 광고하시길래 넘기려고 했는데 올영어워즈 4년 연속 수상이라나 뭐라나 아무튼 기획세트 세럼 100 구성이 25000원 하는데 150에 패드 10매랑 수딩 크림까지 해서 3만원이다 안 사겠음 오늘드림으로 제품 받아서 써보니 많은 유튜버들이 말했 듯이 365일 계절 타지 않고 무난하게 사용할 수 있겠더라구요 피부 속 수분을 가득 채워주면서 겉은 촉촉하고 깔끔하게 떨어지는 마무리감이 굉장히 만족스러운 제품이었어요 무향 무색소 제품이라 자극 이런거 없었고 얼굴 전체적으로 적당히 발라주면 가볍고 산뜻했어요 기존에 토리든 수딩 크림은 계절 안 타고 항상 휘뚤마뚤 잘 사용했었는데 세럼도 만족스럽네용 토리든은 뭔가 가벼우면서 피부 속 촉촉함은 확실히 챙겨주는 계절 안 타는 365일 휘뚤마뚤템 맛집인 같아요,"토리든은, 기획",토리든 다이브인 세럼,건성,"수분, 진정",세럼
수부지 겨울이라서 수분크림바르고 화장해도 밖에서 오래 돌아다니면 각질이 조금이라도 떠서 고민이였는데요 이제품은 되게 제형이 물걸죽한 물느낌이라서 끈적 끈적 한 느낌도 없고 피부에 흡수 시키고 두드려도 하나도 안끈적 거려서 지성분들도 괜찮게 쓰실꺼같아요 사진보시면 수분막엄청 광 나요 광야가 될수있어료,"수부지, 겨울이라서",토리든 다이브인 세럼,건성,"수분, 진정",세럼
년도 첫 세일에 샀다가 중간에 것도 써본 후 이게 좋다고 느껴서 마침 사려고 했는데 기획이 있길래 구매했어요 촉촉하고 순해서 좋습니다 강추,"년도, 세일에",토리든 다이브인 세럼,건성,"수분, 진정",세럼
한 달이 지난 지금도 잘 사용하고 있습니다 기본템으로 항상 갖고 있어요 묽은 콧물제형이고 속건조 잡아줍니다 촉촉 산뜻한 마무리감으로 트러블 좋아요 수부지 지성피부에도 잘 맞을 같아요 저는 건성인데 한 번으로는 부족한 느낌이고 두 세번 레이어링해주는 게 좋았어요 참고해서 만족스러운 쇼핑되세요 도움이 되셨다면 도움이 돼요 한 번 꾸욱 눌러주세요,"달이, 지난",토리든 다이브인 세럼,건성,"수분, 진정",세럼
히알루론산 좋다길래 사용해 봤는데 촉촉함이 오래가고 수분력이 있어서 좋아요,"히알루론산, 좋다길래",토리든 다이브인 세럼,건성,"수분, 진정",세럼
민감피부인데 작급없고 끈적임없이 수분이 충분이 채워지는 느낌이에요 요즘같이 환절기에 좋아요 듬뿍 발라주어야 겠어요,"민감피부인데, 작급없고",토리든 다이브인 세럼,건성,"수분, 진정",세럼
자극없이 순하고 제가 좋다고 하도 영업해서 주변사람들 다 이것만 씁니다 속건조는 50정도 잡아주는거 같아요 밤이랑 낮에 뜨기 좋고 여름 겨울 아무때나 다 좋아요 살짝 점도 있는데 흐르는 타입이라 흡수가 빨라요,"자극없이, 순하고",토리든 다이브인 세럼,건성,"수분, 진정",세럼
물 같은 제형이고요 솔직히 저한테는 아무 효과가 없었어서 실망했습니다 분들한테는 효과가 있으신지는 모르겠는데 저한테는 없었어요 자극은 없더라구요 저한테는 흡수도 잘 안되는 같더라구요 재구매 할 의사는 없어요,"같은, 제형이고요",토리든 다이브인 세럼,건성,"수분, 진정",세럼
제가 가지고 있는 앰플 중에 잘 사용하고 있습니다 수부지에 계절이 바뀌면서 턱 주변이랑 볼 쪽에 여드름이 났는데 잘 짜지지도 않는 딱딱한 여드름이 나서 고생했어요 여드름 앰플도 사고 했는데 중에 효과 본 거는 이거였어요 피부에는 수분이 부족했나봐요 수분만 잘 채워줘도 여드름이 건조해서 잘 안짜지고 딱딱한 거가 안나고 피부결도 좋아졌어요 속건조가 심했는데 그것도 잡힌 느낌입니다 앞으로 쭉 사용할게요 ㅈㅔ형도 가볍데 잘 발리고 흡수도 두드려주면 잘 흡수되고 쌓이는 느낌이라서 무겁지도 않네요,"제가, 가지고",토리든 다이브인 세럼,건성,"수분, 진정",세럼
요즘 토리든 수분라인 유명한 같아서 구매해봤어요 전 복합이긴 한데아침 메이크업할땐 유분감있는 세럼 쓰고 자기전엔 끈적거리고 무거운거 싫어서 수분라인 쓰거든요 세수하고 자기전 발라주면 나쁘지 않더라구요 향도 쌔지않고 히알루론산 세럼이라 피부에 수분 공급되는 느낌 무난한 제품입니다,"요즘, 토리든",토리든 다이브인 세럼,건성,"수분, 진정",세럼
선스틱 사용하면서 만족한 제품이에요 바르고 나서도 뽀송해서 좋았어요 더울때 안그래도 유분올라오는데 화장품까지 기분이 안좋은데 제품은 그러지 않아서 좋았어요 저는 개인적으로 더 큰 용량도 나왔으면 좋겠어요 이것도 금방 써요ㅠㅠ,"선스틱, 사용하면서",AHC 마스터즈 에어리치 선스틱,지성,"진정, 보습",선케어
이게제일좋다해서샀는데여름에는다른제품보다덜유분이느껴져서좋았어요,이게제일좋다해서샀는데여름에는다른제품보다덜유분이느껴져서좋았어요,AHC 마스터즈 에어리치 선스틱,지성,"진정, 보습",선케어
선크림이 뽀송하게 발릴수있나싶어요 끈적거림이 없어 덧바르기 좋아요 여름에 사용하기 딱좋지만 세일에 쟁여놓으려고요 사이트에서 작은 사이즈랑 비교샷 찍어봤어요ㅎㅎㅎ,"선크림이, 뽀송하게",AHC 마스터즈 에어리치 선스틱,지성,"진정, 보습",선케어
여행가서 간편하게 쓰려고 구매했어요 슥슥 문지르면 보송해져서 무겁고 답답하지않고 바른거같지않을정도로 가볍고 밀착력도 좋습니다 땀에의해 지워져버리는 선크림 덧바를때 간편하게 바를수있어서 좋아요 가방속에 넣어놓고 잘 쓰고 있습니다,"여행가서, 간편하게",AHC 마스터즈 에어리치 선스틱,지성,"진정, 보습",선케어
여름동안 뽀송한 선크림 선스틱 찾다가 잘 사용한 제품이었어요 여름에워낙 기름기가 올라오는 피부 타입이었어서 유분기 없는거로만 찾는데 제품이 사용하는데 괜찮았어요 노세범 느낌으로 뽀송하게 선제품 올려 바르기에도 좋았고 무엇보다 손에 묻어나지 않아서 지저분해질 일도 없고 휴대용으로도 들고다니기에 괜찮더라구요 가을 겨울에는 건조한 날 이거 사용은 피부가 건조해지지 않을까 할수 있는데 저는 이거 아침에 안쓰고 선스틱 덧대서 발라줘야할떄 들고다니면서 쓰는중이에요선크림이 3시간인가 4시간 지나면 효능이 끝난다고 발라줘야한다고 하길래 기미 잡티생기는 부분에 자주 발라주는데 그럴때마다 오후에 발라주는거라서 기름기 제거하고 덧대주기 좋아요 언니도 잘쓰는중이에요,"여름동안, 뽀송한",AHC 마스터즈 에어리치 선스틱,지성,"진정, 보습",선케어
선크림이랑 선스틱 둘다 사용하는 사람으로써 제품 괜찮아요 저는 이런제품은 여름에 너무잘씁니다 여름 끈적하고 피부에 머리카락닿는제품 싫어하기때문에 노세범으로 뽀송항 타입으로 찾아서 쓰는데 스틱의 장점인 손에 닿지않게 바를수 있는점 이제품의 특징인 뽀송하게 발림 마무리할수있는점 둘이 가장의 강점인거같아요 저는 수부지타입의 피부라서 제품으로만은 가을 겨울에 쓰기는 어려울거같고 지성인 피부라면 이제품으로 선크림단계에서 발라도 될거같아요 저는 이제품 여름에 잘 바르고 다녔어요 얼굴부터 목까지 발라서 잘썼습니다 지금계절부터 겨울까지는 기존 수분선크림 바루고 가지고다니면서 사용하는 제품으로 사용하는중이에요 시간지나면 선크림 효능떨어지니 수시로 기미존 발라줘요,"선크림이랑, 선스틱",AHC 마스터즈 에어리치 선스틱,지성,"진정, 보습",선케어
발림성좋고 끈적임없어서 잘쓰고있어요 재구매의향있습니다,"발림성좋고, 끈적임없어서",AHC 마스터즈 에어리치 선스틱,지성,"진정, 보습",선케어
올 여름 선크림은 이걸로 해결한 같아요 바르기 쉽고 간편하다 보니 이것만 쓰게 돼요,"여름, 선크림은",AHC 마스터즈 에어리치 선스틱,지성,"진정, 보습",선케어
이전에는 식물나라 선스틱 사용했어요 에어리치 써보니까 확실히 더 가볍네요 식물나라 선스틱 쓸 때도 가볍다고 느꼈는데 그것보다 더 가벼웠어요 ㅎ 다 쓰고 버릴 때는 뚜껑만 재활용이고 선스틱 있는 부분은 분리가 어려우니 일반쓰레기라고 합니다 이게 아쉽네요,"이전에는, 식물나라",AHC 마스터즈 에어리치 선스틱,지성,"진정, 보습",선케어
안바른것같은 산뜻함 대박입니다 이거 물건이어요 누가 발라도 대박 좋다 더 사고 할거에여 24년 12월 올영세일에도 쟁여둘겁니다 금방 달고 비싸긴해요 조아,"안바른것같은, 산뜻함",AHC 마스터즈 에어리치 선스틱,지성,"진정, 보습",선케어
썬스틱 좋아요 재작년 여름부터 시작해서 꾸준히 여름때마다 구매중ㅋㅋ 좋아서 지인들한테도 다 전파했어요,"썬스틱, 좋아요",AHC 마스터즈 에어리치 선스틱,지성,"진정, 보습",선케어
귀차니즘 남편아빠들에게 짱 밖에서 스포츠 많이하시는 분들 급할때 쓱쓱 바르기 좋아요 하얗게 뜨지않고 보송하게 마무리되는 점이 좋았어요 밀려서 하얀게 나올때도 있지만 장점들이 더 많아서 커버 가능 쿠팡이 더 싸다는 점 올영으로 한번구매하고 세네번째구매까지는 쿠팡으로,"귀차니즘, 남편아빠들에게",AHC 마스터즈 에어리치 선스틱,지성,"진정, 보습",선케어
지난 여름을 함께했던 고마운 친구 유명한지 알겠더라구요 보송보송하고 산뜻하게 마무리 되는 게 선스틱끈적임 여기고 있던 생각을 완전히 바꿔 준 제품이예요 덕분에 여름동안 간편해진 하루하루를 보냈습니다,"지난, 여름을",AHC 마스터즈 에어리치 선스틱,지성,"진정, 보습",선케어
보송보송하게 마무리 되고 뭔가모공 같은데도 약간은 채워지는 듯한 느낌이 들어요,"보송보송하게, 마무리",AHC 마스터즈 에어리치 선스틱,지성,"진정, 보습",선케어
끈적임 보송보송하고 좋아요 여행가서 잘 사용했습니다,"끈적임, 보송보송하고",AHC 마스터즈 에어리치 선스틱,지성,"진정, 보습",선케어
이거 이거 만족스러워요 끈적임 없는게 최고로 좋고 화장위에 덧발라도 문제없고 뽀송해서 좋아요 용량도 커서 만족입니다,"이거, 이거",AHC 마스터즈 에어리치 선스틱,지성,"진정, 보습",선케어
사용하기 편해서 잘 쓰고 있습니다 빠르게 바르고 나갈때 주로 사용해요,"사용하기, 편해서",AHC 마스터즈 에어리치 선스틱,지성,"진정, 보습",선케어
남자친구가 이거아님 안씀 땀도많고 끈적이는거 질색팔색하는 앤데 이게최고라함,"남자친구가, 이거아님",AHC 마스터즈 에어리치 선스틱,지성,"진정, 보습",선케어
선스틱 쓰다가 궁금해서 사봤는데 꺼 쓰니까 선스틱에는 손이 안가더라구요 선스틱은 믿고 씁니당 달 쓰면서 불편한 점은 딱히 못 느꼈어요 그나마 까만옷 입으면 묻어나는기 티가난다 요정도 장점이 많아서 그정도는 감안하고 쓰려구요,"선스틱, 쓰다가",AHC 마스터즈 에어리치 선스틱,지성,"진정, 보습",선케어
촉촉하고 개인적으론 전 향도 좋다고느껴졋어용 저는 평소 건성인데 가을 겨울철은 와안전 극건성이라 보습감을 매우좋아하는편입니다 가격이조금 아쉬워서 세일할때구매햇습니다 파격세일시 재구매의사는 있습니다ㅎ 발림성 도좋았어요 0ㅋ,"촉촉하고, 개인적으론",AHC 마스터즈 에어리치 선스틱,지성,"진정, 보습",선케어
선크림만 바르면 개기름 뜨는 지성인분들 강추합니다 뽀송해요 나가거나해서 선크림 바르기 귀찮을 추천합니다 가성비는 별로긴한데 뽀송뽀송해서 씁니다 근디 검은 옷 입을 조심해야해요 하얗게 자국이 남더라구요,"선크림만, 바르면",AHC 마스터즈 에어리치 선스틱,지성,"진정, 보습",선케어
진작에 몰랐는지 여름에 얼굴에 기름이 안낍니다 좋아용,"진작에, 몰랐는지",AHC 마스터즈 에어리치 선스틱,지성,"진정, 보습",선케어
파우더리한 느낌이라 끈적이지 않아서 좋아요 여름에 잘 썼어요,"파우더리한, 느낌이라",AHC 마스터즈 에어리치 선스틱,지성,"진정, 보습",선케어
선스틱은 편하게 쓸수 있어서 좋은것 같아요 밖에서 사용하기에 좋아요,"선스틱은, 편하게",AHC 마스터즈 에어리치 선스틱,지성,"진정, 보습",선케어
에어리치 선크림 세부여행때 아주 요기나게 잘 사용했어요 바르면 기름기 잘 발라지고 수시로 덧바르기도 좋았러요,"에어리치, 선크림",AHC 마스터즈 에어리치 선스틱,지성,"진정, 보습",선케어
마무리감 보송보송해서지성분들악건성 다 쓰실수잏ㄴ을듯,"마무리감, 보송보송해서지성분들악건성",AHC 마스터즈 에어리치 선스틱,지성,"진정, 보습",선케어
지금까지 사용해 본 선스틱 중 신기하고 쓰자마자 정착템으로 정했습니다 겨울에는 워터 제형 선크림을 사용하고 여름에는 스틱 제형을 사용하는 편입니다 지금까지 늘 써왔던 선스틱은 바를 잔여 감이 있는 게 불만이었는데 선스틱은 분명 발랐는데 끈적임이 없고 백탁현상도 없는 신기한 선스틱입니다 얼굴 외 부위에 바르기 좋을 같아요 여름에 팔이나 다리에 선크림을 바르면 찝찝해서 잘 안 바르게 되는데 덕분에 앞으로 여름에 사용할 선스틱은 마스터즈 에어리치 선스틱으로 정했습니다,"지금까지, 사용해",AHC 마스터즈 에어리치 선스틱,지성,"진정, 보습",선케어
피부에 잘 발리고 끈적임 없고 백탁 현상도 없어서 여름이나 여행 갈때 늘 사용해요,"피부에, 발리고",AHC 마스터즈 에어리치 선스틱,지성,"진정, 보습",선케어
써보고 좋아서 주변에 선물도 돌린 찐 또산템 보송보송해서 이것만 씁니다 다 쓰면 살거임,"써보고, 좋아서",AHC 마스터즈 에어리치 선스틱,지성,"진정, 보습",선케어
썬크림과 썬스틱은 중요하게 생각해서 제피부에 맞는걸로 네다섯가지를 사용해봤는데 대부분스틱류가 떡이지는제형이라 끈적여서 하나씩 목록에서 지워가는중 에이에치씨를 만나고정착 끈적임없고 매트한제형이라 바르고난후 보송함,"썬크림과, 썬스틱은",AHC 마스터즈 에어리치 선스틱,지성,"진정, 보습",선케어
군대간 남자친구 입대할 사줬던 건데 벌써 구매한지 한달이 넘었네요 끈적거리는거 극혐하는 남자친구라서 인터넷 검색도 해보고 올리브영 매장 가서 테스트해보고 안 끈적거리는 걸로 샀어요 바른지 안 바른지 헷갈릴 정도로 끈적거림 하나도 없어요,"군대간, 남자친구",AHC 마스터즈 에어리치 선스틱,지성,"진정, 보습",선케어
자외선 차단도 잘 되고 순하고 바른 느낌 편안한 제품 금방 닳고 비싼게 단점이지만 넘 좋아요 선스틱종류 아에 안 쓰는데 유일하게 여름에 놀러가거나 할 사용하다보니 벌써 재구매만 34번째네용,"자외선, 차단도",AHC 마스터즈 에어리치 선스틱,지성,"진정, 보습",선케어
사용 후 모낭염이 올라와서 저에게는 안맞는 제품인것 같습니아 노세범이어서 사용 후 보송해지는 건 괜찮았는데 아쉬워요,"사용, 모낭염이",AHC 마스터즈 에어리치 선스틱,지성,"진정, 보습",선케어
파란통에 든 선크림스틱도 좋았는데 바르면 얅은 막이 씌어진것같더라구요 블랙도 궁금해서 테스트 해보고 샀어요 결론은 블랙이 훨씬좋네요 블랙스틱은 바른느낌이 하나도 안나서 이게 발린게 맞나 싶을정도로 가볍고 막씌워진 느낌이 없어요 끈적임 1도 없고 가벼워서 바른지 모를수도 있으니 기억하면서 잘 발라줘야해요 상큼한 레몬향이 나서 좋아요 안에 닫혀있는 중간 뚜껑은 쓸때는 열어둬도 된다고 하네요 궁금해서 고객센터에 전화해봤어요 얼굴에 슥슥 바르기도 좋고 몸에 바르기도 좋아요 크기는 두가지고 단점은 금방써버린다는거 쟁여놓고 씁니다 큰걸 사시길 추천합니다 엄마가 이것만 쓰셔서 항상 제가 떨어지지않게 채워드립니다,"파란통에, 선크림스틱도",AHC 마스터즈 에어리치 선스틱,지성,"진정, 보습",선케어
지성용에게 잘맞는 뽀송한 썬스틱이에요 그치만 건성인 제가 산 이유는 목에 바르기가 최고에요 목은 촉촉한거 바르면 찝찝해서 생략하기 쉬운데 목에다가 바를 용으로 샀습니당 지성이면 얼굴 목 강추 건성 복합성은 목만 쓰세요 바르는 느낌이 안 나서 두번씩 덧바르긴 차단도 잘 되서 4계절 애용합니다 단점은 양이 적어요,"지성용에게, 잘맞는",AHC 마스터즈 에어리치 선스틱,지성,"진정, 보습",선케어
친구가 영업해서 샀는데 그만큼 좋더라고요 기름진 제형을 안좋아하는데 뽀송해지는 텍스쳐라 여름에 안산걸 후회합니다ㅠㅠ 남자분들도 편하고 가볍게 바르기 좋은거 같아요 여름 아닐때 기초를 바르고 바르면 제형이 안녹고 따로 놀수있어서 스킨만 에센스까지만 바르고 바르는게 좋은거 같아요,"친구가, 영업해서",AHC 마스터즈 에어리치 선스틱,지성,"진정, 보습",선케어
유우명한 선스틱을 드디어 영접했어요 스틱이라 넘 편하긴 한데 스킨케어단계에서 잘 빠뜨리는ㅋㅋ 익숙치가 않아서 팔이나 목에 바르기 좋은 같아요 얼굴은 바른거 같지 않은 같아서 암튼 써보니 편리하다는 장점이 있네요 휴대용으로 들고다니면서 바를 수 있어서 강추 여름에 필수템으로 꼭 쟁여야할 제품인 같습니다,"유우명한, 선스틱을",AHC 마스터즈 에어리치 선스틱,지성,"진정, 보습",선케어
하나도 안 끈적거린다는 말 듣고 샀어요 목 같은 데에 바르는데 끈적이면 싫어서 안바르게 됐는데 이거는 하나도 안 끈적거려요 엄마도 사달라 사드렸어요 대신 하나도 발린 느낌이 안 나서 바르게 되니 빨리 쓰는 느낌이예요,"하나도, 끈적거린다는",AHC 마스터즈 에어리치 선스틱,지성,"진정, 보습",선케어
여행갈 면세러 사려고 했는데 인기가 많은지 품절이라 여행 전날 급하게 오늘드림으로 구매했네요 지금까지 써본 선스틱 가볍고 피부에 발랐다는 느낌이 안 정도예요 전심에 바르면 굉정히 헤프게 쓰게 되지만 자차 효과도 있고 발림성이 좋아서 쟁여놓고 쓸 생각입니다,"여행갈, 면세러",AHC 마스터즈 에어리치 선스틱,지성,"진정, 보습",선케어
피부가 좋아보이게 촉촉해지면서 끈적임도 거의없고 흡수도 좋아용 피부에 자극도없이 좋앗습니다 지속적으로 사용하기에도 부담스럽지 않습니당 피부표현도 잘되는거같고 피부가 아주 초크초크 촉촉하니 좋앗습니다 세일하면 무족건 재구매의사 잇구염 잘 산거같아욤 강추에욤 밀착도 잘되네용 ㅎ,"피부가, 좋아보이게",AHC 마스터즈 에어리치 선스틱,지성,"진정, 보습",선케어
샘플 사용해보고 발림성이 구매함 휴대하기도 좋고 스틱형으로 되어 있어 바르기 편함,"샘플, 사용해보고",AHC 마스터즈 에어리치 선스틱,지성,"진정, 보습",선케어
남편 최애 선크림으로 슥슥 바르기도 쉽고 바르고나면 찝찝하지도 않아용,"남편, 최애",AHC 마스터즈 에어리치 선스틱,지성,"진정, 보습",선케어
선스틱은 선크림보다 덜 금방쓰게되서 방 어딘가에 던져둬서 안보임ㅜ 개인젇으로 선밤이 간편하지만 선크림이 더 좋은듯,"선스틱은, 선크림보다",AHC 마스터즈 에어리치 선스틱,지성,"진정, 보습",선케어
감히 지성피부라면 사용하고 사랑하는 제품이라고 입이 아프도록 찬양하는 제품 겨울에도 마무리는 제품으로 단종되면 안돼,"감히, 지성피부라면",AHC 마스터즈 에어리치 선스틱,지성,"진정, 보습",선케어
2년째 사용중입니다 사용하기 편하고 끈적임도 많지가 않아 좋아요,"2년째, 사용중입니다",AHC 마스터즈 에어리치 선스틱,지성,"진정, 보습",선케어
발림이 좋고 끈적임이 없어요 바르고나면 피부결도 부드러워요,"발림이, 좋고",AHC 마스터즈 에어리치 선스틱,지성,"진정, 보습",선케어
매트한 썬크림 좋아하는데 손으로 바르는 건 싫어해서 선스틱으로 구매했어요 매장에서 테스트 써보는데 처음에 매트 해서 바른 지도 모르고 덧 발랐어요 바른 같지도 않은 썬크림 처음이에요 아주 아주 좋아요,"매트한, 썬크림",AHC 마스터즈 에어리치 선스틱,지성,"진정, 보습",선케어
썬스틱도 써봤는데 이게 좋아요 끈적임이 없는게 강점이라 생각하구 대신 발렸는지 안발렸는지 모를 정도로 뽀송해요 처음엔 지인 추천 받아서 썼다가 좋아서 엄마도 사드렸어요,"썬스틱도, 써봤는데",AHC 마스터즈 에어리치 선스틱,지성,"진정, 보습",선케어
보송보송하고 좋아요 사진은 기존에 쓰고있던 이전버전 선스틱인데 잘썼어서 이번에 할인할때 미리 구매했어요 들고다니기에도 좋고 넓은 면적 바르거나 좁은면적 바를때 골고루 잘 발려서 동남아 여행때도 가져갔었는데 가족들 피부도 안탔어요 타기는 했지만 주변사람들이 7일을 동남아에 있었는데 여행갔는지 잘 모를정도로,"보송보송하고, 좋아요",AHC 마스터즈 에어리치 선스틱,지성,"진정, 보습",선케어
엄마가 바르기도 편하고 하얗게 되지않는 다고 좋아하세요 다쓰셔서 재구매합니다 슥슥 거울없이 바르기도 편하고 괜찮아요,"엄마가, 바르기도",AHC 마스터즈 에어리치 선스틱,지성,"진정, 보습",선케어
모공에 끼어서 저녁에 겨울 보면 기겁하는 선크림 피지가 장난 아니게 쌓이고 모공에 하얀 썬크림 다 끼어서 민망해요 얼른 다 써버리고 재구매 절대 없는 제품,"모공에, 끼어서",아떼 비건 릴리프 무기자차 선크림,복합성,"미백, 진정",선케어
